National LGA Name 2021,Year,Fatalities,Population,Fatality Rate
Southern Grampians,2019,2,16393,12.20032941
Southern Grampians,2020,1,16393,6.100164704
Southern Mallee,2019,1,2011,49.72650423
Southern Mallee,2021,1,2011,49.72650423
Southern Midlands,2016,3,6888,43.55400697
Southern Midlands,2019,3,6888,43.55400697
Southern Midlands,2020,1,6888,14.51800232
Southern Midlands,2021,2,6888,29.03600465
Southern Midlands,2022,4,6888,58.07200929
Stirling,2015,3,235983,1.271278016
Stirling,2016,6,235983,2.542556032
Stirling,2017,7,235983,2.96631537
Stirling,2018,6,235983,2.542556032
Stirling,2019,4,235983,1.695037354
Stirling,2021,3,235983,1.271278016
Stonnington,2015,4,106418,3.758762615
Stonnington,2017,1,106418,0.9396906538
Stonnington,2018,3,106418,2.819071962
Stonnington,2019,1,106418,0.9396906538
Stonnington,2021,2,106418,1.879381308
Strathbogie,2015,4,11510,34.75238923
Strathbogie,2016,1,11510,8.688097307
Strathbogie,2017,4,11510,34.75238923
Strathbogie,2018,1,11510,8.688097307
Strathbogie,2019,1,11510,8.688097307
Strathbogie,2020,1,11510,8.688097307
Strathbogie,2021,2,11510,17.37619461
Strathbogie,2022,4,11510,34.75238923
Strathfield,2015,1,46230,2.163097556
Strathfield,2016,2,46230,4.326195111
Strathfield,2017,1,46230,2.163097556
Strathfield,2018,3,46230,6.489292667
Strathfield,2019,1,46230,2.163097556
Streaky Bay,2017,1,2257,44.30660168
Streaky Bay,2019,3,2257,132.9198051
Streaky Bay,2020,1,2257,44.30660168
Subiaco,2016,1,17976,5.562972853
Sunshine Coast,2018,13,355889,3.652824336
Sunshine Coast,2019,7,355889,1.966905412
Sunshine Coast,2020,15,355889,4.21479731
Sunshine Coast,2021,15,355889,4.21479731
Sunshine Coast,2022,20,355889,5.619729747
Surf Coast,2015,4,38652,10.34875298
Surf Coast,2016,3,38652,7.761564731
Surf Coast,2017,2,38652,5.174376488
Surf Coast,2018,2,38652,5.174376488
Surf Coast,2021,2,38652,5.174376488
Surf Coast,2022,1,38652,2.587188244
Sutherland,2015,9,231839,3.882004322
Sutherland,2016,5,231839,2.156669068
Sutherland,2017,6,231839,2.588002881
Sutherland,2018,5,231839,2.156669068
Sutherland,2019,5,231839,2.156669068
Sutherland,2020,3,231839,1.294001441
Sutherland,2021,2,231839,0.8626676271
Sutherland,2022,4,231839,1.725335254
Swan,2015,7,163817,4.273060793
Swan,2016,7,163817,4.273060793
Swan,2017,4,163817,2.441749025
Swan,2018,1,163817,0.6104372562
Swan,2019,5,163817,3.052186281
Swan,2020,9,163817,5.493935306
Swan,2021,5,163817,3.052186281
Swan Hill,2015,1,21225,4.711425206
Swan Hill,2016,3,21225,14.13427562
Swan Hill,2017,2,21225,9.422850412
Swan Hill,2018,1,21225,4.711425206
Swan Hill,2019,3,21225,14.13427562
Swan Hill,2020,1,21225,4.711425206
Swan Hill,2021,2,21225,9.422850412
Swan Hill,2022,1,21225,4.711425206
Sydney,2015,6,218096,2.751082092
Sydney,2016,4,218096,1.834054728
Sydney,2017,6,218096,2.751082092
Sydney,2018,8,218096,3.668109456
Sydney,2019,4,218096,1.834054728
Sydney,2020,7,218096,3.209595774
Sydney,2021,3,218096,1.375541046
Sydney,2022,6,218096,2.751082092
Tablelands,2018,3,26808,11.19068935
Tablelands,2019,4,26808,14.92091913
Tablelands,2020,1,26808,3.730229782
Tablelands,2021,4,26808,14.92091913
Tablelands,2022,4,26808,14.92091913
Tamworth,2015,2,64522,3.099717926
Tamworth,2016,9,64522,13.94873067
Tamworth,2017,10,64522,15.49858963
Tamworth,2018,7,64522,10.84901274
Tamworth,2019,5,64522,7.749294814
Tamworth,2020,3,64522,4.649576889
Tamworth,2021,4,64522,6.199435851
Tamworth,2022,5,64522,7.749294814
Tasman,2018,2,2676,74.73841555
Tasman,2020,1,2676,37.36920777
Tatiara,2015,1,7038,14.20858198
Tatiara,2016,2,7038,28.41716397
Tatiara,2017,1,7038,14.20858198
Tatiara,2018,3,7038,42.62574595
Tatiara,2019,2,7038,28.41716397
Tatiara,2020,1,7038,14.20858198
Tatiara,2021,2,7038,28.41716397
Tatiara,2022,3,7038,42.62574595
Tea Tree Gully,2015,4,102619,3.897913642
Tea Tree Gully,2016,2,102619,1.948956821
Tea Tree Gully,2017,2,102619,1.948956821
Tea Tree Gully,2018,1,102619,0.9744784104
Tea Tree Gully,2019,3,102619,2.923435231
Tea Tree Gully,2020,1,102619,0.9744784104
Tea Tree Gully,2022,1,102619,0.9744784104
Temora,2016,1,5996,16.67778519
Temora,2018,1,5996,16.67778519
Temora,2019,2,5996,33.35557038
Temora,2020,2,5996,33.35557038
Temora,2021,1,5996,16.67778519
Tenterfield,2015,2,6879,29.07399331
Tenterfield,2016,3,6879,43.61098997
Tenterfield,2017,1,6879,14.53699666
Tenterfield,2020,2,6879,29.07399331
Tenterfield,2021,1,6879,14.53699666
Tenterfield,2022,1,6879,14.53699666
The Hills,2015,8,199244,4.01517737
The Hills,2016,3,199244,1.505691514
The Hills,2018,5,199244,2.509485857
The Hills,2019,1,199244,0.5018971713
The Hills,2020,2,199244,1.003794343
The Hills,2021,4,199244,2.007588685
The Hills,2022,3,199244,1.505691514
Toodyay,2015,1,4812,20.78137988
Toodyay,2016,2,4812,41.56275977
Toodyay,2017,2,4812,41.56275977
Toodyay,2018,3,4812,62.34413965
Toodyay,2020,2,4812,41.56275977
Toowoomba,2018,10,178399,5.605412586
Toowoomba,2019,12,178399,6.726495104
Toowoomba,2020,10,178399,5.605412586
Toowoomba,2021,13,178399,7.287036362
Toowoomba,2022,12,178399,6.726495104
Townsville,2018,11,198143,5.551546106
Townsville,2019,11,198143,5.551546106
Townsville,2020,13,198143,6.560918125
Townsville,2021,9,198143,4.542174086
Townsville,2022,8,198143,4.037488077
Towong,2015,1,6196,16.1394448
Towong,2016,1,6196,16.1394448
Towong,2017,2,6196,32.27888961
Towong,2019,4,6196,64.55777921
Towong,2021,2,6196,32.27888961
Towong,2022,2,6196,32.27888961
Trayning,2016,1,304,328.9473684
Tumby Bay,2015,1,2893,34.56619426
Tumby Bay,2017,1,2893,34.56619426
Tumby Bay,2019,1,2893,34.56619426
Tweed,2015,9,97969,9.186579428
Tweed,2016,7,97969,7.145117333
Tweed,2017,9,97969,9.186579428
Tweed,2018,3,97969,3.062193143
Tweed,2019,7,97969,7.145117333
Tweed,2020,3,97969,3.062193143
Tweed,2021,1,97969,1.020731048
Tweed,2022,7,97969,7.145117333
Unincorp. Other Territories,2015,2,2524,79.23930269
Unincorp. Other Territories,2016,2,2524,79.23930269
Unincorp. Other Territories,2017,1,2524,39.61965135
Unincorp. Other Territories,2018,1,2524,39.61965135
Unincorp. Other Territories,2019,1,2524,39.61965135
Unincorp. Other Territories,2020,1,2524,39.61965135
Unincorp. Other Territories,2021,2,2524,79.23930269
Unincorp. Other Territories,2022,1,2524,39.61965135
Unincorporated ACT,2015,15,456844,3.28339652
Unincorporated ACT,2016,10,456844,2.188931014
Unincorporated ACT,2017,4,456844,0.8755724055
Unincorporated ACT,2018,7,456844,1.53225171
Unincorporated ACT,2019,5,456844,1.094465507
Unincorporated ACT,2020,5,456844,1.094465507
Unincorporated ACT,2021,5,456844,1.094465507
Unincorporated ACT,2022,18,456844,3.940075825
Unincorporated NT,2015,8,7571,105.6663585
Unincorporated NT,2016,5,7571,66.04147405
Unincorporated NT,2017,3,7571,39.62488443
Unincorporated NT,2018,1,7571,13.20829481
Unincorporated NT,2019,2,7571,26.41658962
Unincorporated NT,2020,1,7571,13.20829481
Unincorporated NT,2022,6,7571,79.24976885
Unincorporated SA,2015,7,3024,231.4814815
Unincorporated SA,2016,5,3024,165.3439153
Unincorporated SA,2017,2,3024,66.13756614
Unincorporated SA,2018,5,3024,165.3439153
Unincorporated SA,2019,4,3024,132.2751323
Unincorporated SA,2020,3,3024,99.20634921
Unincorporated SA,2021,5,3024,165.3439153
Unincorporated SA,2022,3,3024,99.20634921
Unincorporated Vic,2017,1,961,104.0582726
Unincorporated Vic,2018,1,961,104.0582726
Unley,2015,2,39082,5.117445371
Unley,2020,2,39082,5.117445371
Unley,2021,1,39082,2.558722686
Upper Hunter,2016,2,14293,13.99286364
Upper Hunter,2017,4,14293,27.98572728
Upper Hunter,2018,4,14293,27.98572728
Upper Hunter,2021,2,14293,13.99286364
Upper Hunter,2022,3,14293,20.98929546
Upper Lachlan,2017,3,8551,35.08361595
Upper Lachlan,2018,3,8551,35.08361595
Upper Lachlan,2019,5,8551,58.47269325
Upper Lachlan,2020,2,8551,23.3890773
Upper Lachlan,2021,3,8551,35.08361595
Upper Lachlan,2022,3,8551,35.08361595
Uralla,2015,2,5985,33.41687552
Uralla,2016,2,5985,33.41687552
Uralla,2018,1,5985,16.70843776
Uralla,2021,2,5985,33.41687552
Uralla,2022,1,5985,16.70843776
Victor Harbor,2015,3,16726,17.93614732
Victor Harbor,2018,1,16726,5.978715772
Victor Harbor,2020,1,16726,5.978715772
Victor Harbor,2021,1,16726,5.978715772
Victoria Daly,2015,1,3263,30.64664419
Victoria Daly,2016,5,3263,153.233221
Victoria Daly,2018,2,3263,61.29328838
Victoria Daly,2019,5,3263,153.233221
Victoria Daly,2020,4,3263,122.5865768
Victoria Daly,2021,2,3263,61.29328838
Victoria Daly,2022,2,3263,61.29328838
Victoria Park,2016,1,38687,2.584847623
Victoria Park,2018,1,38687,2.584847623
Victoria Park,2019,1,38687,2.584847623
Victoria Park,2020,1,38687,2.584847623
Victoria Park,2021,1,38687,2.584847623
Victoria Plains,2015,1,824,121.3592233
Victoria Plains,2016,2,824,242.7184466
Victoria Plains,2017,1,824,121.3592233
Victoria Plains,2018,2,824,242.7184466
Victoria Plains,2019,2,824,242.7184466
Victoria Plains,2020,1,824,121.3592233
Vincent,2016,1,38442,2.601321471
Vincent,2018,1,38442,2.601321471
Vincent,2019,2,38442,5.202642943
Vincent,2020,1,38442,2.601321471
Vincent,2021,3,38442,7.803964414
Wagait,2018,1,463,215.9827214
Wagga Wagga,2015,3,68337,4.390008341
Wagga Wagga,2016,2,68337,2.926672227
Wagga Wagga,2017,1,68337,1.463336114
Wagga Wagga,2018,2,68337,2.926672227
Wagga Wagga,2019,3,68337,4.390008341
Wagga Wagga,2020,4,68337,5.853344455
Wagga Wagga,2021,11,68337,16.09669725
Wagga Wagga,2022,2,68337,2.926672227
Wagin,2015,1,1809,55.27915976
Wagin,2016,1,1809,55.27915976
Wagin,2020,2,1809,110.5583195
Wagin,2021,1,1809,55.27915976
Wakefield,2015,6,6971,86.07086501
Wakefield,2016,2,6971,28.69028834
Wakefield,2017,3,6971,43.03543251
Wakefield,2018,6,6971,86.07086501
Wakefield,2019,3,6971,43.03543251
Wakefield,2021,1,6971,14.34514417
Wakefield,2022,5,6971,71.72572084
Walcha,2015,2,3010,66.44518272
Walcha,2017,1,3010,33.22259136
Walcha,2018,1,3010,33.22259136
Walcha,2019,2,3010,66.44518272
Walcha,2020,5,3010,166.1129568
Walcha,2021,1,3010,33.22259136
Walcha,2022,2,3010,66.44518272
Walgett,2015,3,5516,54.38723713
Walgett,2019,1,5516,18.12907904
Walgett,2020,1,5516,18.12907904
Walgett,2022,1,5516,18.12907904
Wandering,2015,1,548,182.4817518
Wandering,2016,1,548,182.4817518
Wandering,2017,2,548,364.9635036
Wandering,2018,1,548,182.4817518
Wandering,2020,2,548,364.9635036
Wangaratta,2015,2,29903,6.688292145
Wangaratta,2016,5,29903,16.72073036
Wangaratta,2017,4,29903,13.37658429
Wangaratta,2018,4,29903,13.37658429
Wangaratta,2020,3,29903,10.03243822
Wangaratta,2021,3,29903,10.03243822
Wangaratta,2022,2,29903,6.688292145
Wanneroo,2015,2,221064,0.9047153765
Wanneroo,2016,14,221064,6.333007636
Wanneroo,2017,5,221064,2.261788441
Wanneroo,2018,3,221064,1.357073065
Wanneroo,2019,4,221064,1.809430753
Wanneroo,2020,9,221064,4.071219194
Wanneroo,2021,5,221064,2.261788441
Waratah-Wynyard,2015,1,14689,6.807815372
Waratah-Wynyard,2016,3,14689,20.42344612
Waratah-Wynyard,2018,1,14689,6.807815372
Waratah-Wynyard,2019,3,14689,20.42344612
Waratah-Wynyard,2020,1,14689,6.807815372
Waratah-Wynyard,2021,1,14689,6.807815372
Waratah-Wynyard,2022,4,14689,27.23126149
Waroona,2015,1,4399,22.73243919
Waroona,2016,3,4399,68.19731757
Waroona,2018,2,4399,45.46487838
Waroona,2019,4,4399,90.92975676
Warren,2018,1,2578,38.7897595
Warren,2021,1,2578,38.7897595
Warrnambool,2015,1,35559,2.812227565
Warrnambool,2016,1,35559,2.812227565
Warrnambool,2018,2,35559,5.624455131
Warrnambool,2019,1,35559,2.812227565
Warrnambool,2020,3,35559,8.436682696
Warrnambool,2021,4,35559,11.24891026
Warrnambool,2022,1,35559,2.812227565
Warrumbungle,2016,2,9246,21.63097556
Warrumbungle,2017,5,9246,54.07743889
Warrumbungle,2018,2,9246,21.63097556
Warrumbungle,2019,4,9246,43.26195111
Warrumbungle,2020,4,9246,43.26195111
Warrumbungle,2021,4,9246,43.26195111
Warrumbungle,2022,2,9246,21.63097556
Wattle Range,2015,1,12181,8.209506609
Wattle Range,2016,4,12181,32.83802643
Wattle Range,2017,2,12181,16.41901322
Wattle Range,2018,3,12181,24.62851983
Wattle Range,2019,2,12181,16.41901322
Wattle Range,2021,3,12181,24.62851983
Wattle Range,2022,1,12181,8.209506609
Waverley,2015,2,69324,2.885003751
Waverley,2017,1,69324,1.442501875
Waverley,2018,1,69324,1.442501875
Waverley,2019,2,69324,2.885003751
Waverley,2020,2,69324,2.885003751
Waverley,2022,1,69324,1.442501875
Weddin,2018,1,3614,27.67017156
Weddin,2019,1,3614,27.67017156
Weddin,2020,1,3614,27.67017156
Weddin,2021,3,3614,83.01051467
Weddin,2022,1,3614,27.67017156
Weipa,2018,1,4215,23.72479241
Wellington,2015,3,45799,6.550361362
Wellington,2016,5,45799,10.91726894
Wellington,2017,6,45799,13.10072272
Wellington,2018,3,45799,6.550361362
Wellington,2019,2,45799,4.366907574
Wellington,2020,3,45799,6.550361362
Wellington,2021,5,45799,10.91726894
Wellington,2022,7,45799,15.28417651
Wentworth,2015,2,7597,26.32618139
Wentworth,2017,4,7597,52.65236277
Wentworth,2018,1,7597,13.16309069
Wentworth,2019,1,7597,13.16309069
Wentworth,2020,2,7597,26.32618139
Wentworth,2021,1,7597,13.16309069
Wentworth,2022,2,7597,26.32618139
West Arnhem,2015,1,7260,13.77410468
West Arnhem,2016,1,7260,13.77410468
West Arnhem,2017,1,7260,13.77410468
West Arnhem,2018,8,7260,110.1928375
West Arnhem,2019,5,7260,68.87052342
West Arnhem,2020,1,7260,13.77410468
West Arnhem,2021,2,7260,27.54820937
West Arnhem,2022,2,7260,27.54820937
West Arthur,2015,2,797,250.9410289
West Arthur,2016,2,797,250.9410289
West Arthur,2019,1,797,125.4705144
West Coast,2015,2,4351,45.9664445
West Coast,2017,2,4351,45.9664445
West Coast,2018,1,4351,22.98322225
West Coast,2021,2,4351,45.9664445
West Daly,2015,1,3435,29.11208151
West Daly,2017,1,3435,29.11208151
West Tamar,2015,1,25932,3.856239395
West Tamar,2016,1,25932,3.856239395
West Tamar,2017,1,25932,3.856239395
West Tamar,2018,3,25932,11.56871819
West Tamar,2019,1,25932,3.856239395
West Tamar,2020,2,25932,7.712478791
West Tamar,2021,3,25932,11.56871819
West Tamar,2022,2,25932,7.712478791
West Torrens,2015,1,63099,1.58481117
West Torrens,2016,1,63099,1.58481117
West Torrens,2017,5,63099,7.924055849
West Torrens,2019,2,63099,3.169622339
West Torrens,2020,1,63099,1.58481117
West Torrens,2021,1,63099,1.58481117
West Wimmera,2016,1,3942,25.36783359
West Wimmera,2019,3,3942,76.10350076
West Wimmera,2020,3,3942,76.10350076
West Wimmera,2021,1,3942,25.36783359
Western Downs,2018,9,34542,26.0552371
Western Downs,2019,3,34542,8.685079034
Western Downs,2020,5,34542,14.47513172
Western Downs,2021,5,34542,14.47513172
Western Downs,2022,3,34542,8.685079034
Westonia,2017,2,252,793.6507937
Whitehorse,2015,3,172466,1.739473287
Whitehorse,2016,6,172466,3.478946575
Whitehorse,2017,3,172466,1.739473287
Whitehorse,2018,1,172466,0.5798244292
Whitehorse,2019,2,172466,1.159648858
Whitehorse,2020,2,172466,1.159648858
Whitehorse,2021,1,172466,0.5798244292
Whitehorse,2022,1,172466,0.5798244292
Whitsunday,2018,9,38506,23.37298083
Whitsunday,2019,1,38506,2.59699787
Whitsunday,2020,6,38506,15.58198722
Whitsunday,2021,3,38506,7.790993611
Whitsunday,2022,5,38506,12.98498935
Whittlesea,2015,4,236966,1.688005874
Whittlesea,2016,6,236966,2.532008811
Whittlesea,2017,3,236966,1.266004406
Whittlesea,2018,3,236966,1.266004406
Whittlesea,2019,3,236966,1.266004406
Whittlesea,2020,5,236966,2.110007343
Whittlesea,2021,4,236966,1.688005874
Whittlesea,2022,7,236966,2.95401028
Whyalla,2016,1,21890,4.568296026
Whyalla,2017,1,21890,4.568296026
Whyalla,2018,2,21890,9.136592051
Whyalla,2020,2,21890,9.136592051
Whyalla,2022,1,21890,4.568296026
Wickepin,2021,2,706,283.286119
Williams,2015,1,1053,94.96676163
Williams,2016,2,1053,189.9335233
Williams,2018,1,1053,94.96676163
Williams,2020,1,1053,94.96676163
Williams,2021,3,1053,284.9002849
Willoughby,2015,1,75473,1.324977144
Willoughby,2016,1,75473,1.324977144
Willoughby,2017,4,75473,5.299908577
Willoughby,2018,2,75473,2.649954288
Willoughby,2019,1,75473,1.324977144
Willoughby,2021,2,75473,2.649954288
Willoughby,2022,1,75473,1.324977144
Wingecarribee,2015,3,52795,5.682356284
Wingecarribee,2016,11,52795,20.83530637
Wingecarribee,2017,7,52795,13.25883133
Wingecarribee,2019,3,52795,5.682356284
Wingecarribee,2020,1,52795,1.894118761
Wingecarribee,2021,1,52795,1.894118761
Wingecarribee,2022,12,52795,22.72942513
Wodonga,2015,1,43694,2.28864375
Wodonga,2016,4,43694,9.154574999
Wodonga,2017,1,43694,2.28864375
Wodonga,2019,1,43694,2.28864375
Wodonga,2020,1,43694,2.28864375
Wodonga,2022,3,43694,6.865931249
Wollondilly,2015,8,55801,14.33666063
Wollondilly,2016,3,55801,5.376247737
Wollondilly,2017,5,55801,8.960412896
Wollondilly,2018,7,55801,12.54457805
Wollondilly,2019,2,55801,3.584165158
Wollondilly,2020,3,55801,5.376247737
Wollondilly,2021,6,55801,10.75249547
Wollondilly,2022,4,55801,7.168330317
Wollongong,2015,5,216431,2.3102051
Wollongong,2016,6,216431,2.77224612
Wollongong,2017,7,216431,3.23428714
Wollongong,2018,3,216431,1.38612306
Wollongong,2019,9,216431,4.15836918
Wollongong,2020,11,216431,5.08245122
Wollongong,2021,2,216431,0.92408204
Wollongong,2022,6,216431,2.77224612
Wongan-Ballidu,2016,1,1338,74.73841555
Wongan-Ballidu,2018,1,1338,74.73841555
Wongan-Ballidu,2020,1,1338,74.73841555
Woodanilling,2021,1,470,212.7659574
Woollahra,2015,2,53505,3.737968414
Woollahra,2016,1,53505,1.868984207
Woollahra,2017,1,53505,1.868984207
Woollahra,2022,2,53505,3.737968414
Wudinna,2020,1,1162,86.05851979
Wyndham,2015,5,309125,1.617468662
Wyndham,2016,10,309125,3.234937323
Wyndham,2017,6,309125,1.940962394
Wyndham,2018,4,309125,1.293974929
Wyndham,2019,8,309125,2.587949858
Wyndham,2020,5,309125,1.617468662
Wyndham,2021,6,309125,1.940962394
Wyndham,2022,5,309125,1.617468662
Wyndham-East Kimberley,2015,2,8057,24.82313516
Wyndham-East Kimberley,2016,2,8057,24.82313516
Wyndham-East Kimberley,2018,3,8057,37.23470274
Wyndham-East Kimberley,2019,2,8057,24.82313516
Wyndham-East Kimberley,2020,1,8057,12.41156758
Wyndham-East Kimberley,2021,1,8057,12.41156758
Yankalilla,2015,1,5992,16.68891856
Yankalilla,2017,1,5992,16.68891856
Yankalilla,2018,1,5992,16.68891856
Yankalilla,2019,2,5992,33.37783712
Yankalilla,2021,1,5992,16.68891856
Yankalilla,2022,1,5992,16.68891856
Yarra,2016,3,92301,3.250235642
Yarra,2017,1,92301,1.083411881
Yarra,2018,1,92301,1.083411881
Yarra,2019,1,92301,1.083411881
Yarra,2020,1,92301,1.083411881
Yarra,2021,2,92301,2.166823761
Yarra,2022,5,92301,5.417059403
Yarra Ranges,2015,11,157388,6.989097009
Yarra Ranges,2016,7,157388,4.447607187
Yarra Ranges,2017,7,157388,4.447607187
Yarra Ranges,2018,7,157388,4.447607187
Yarra Ranges,2019,9,157388,5.718352098
Yarra Ranges,2020,8,157388,5.082979643
Yarra Ranges,2021,4,157388,2.541489821
Yarra Ranges,2022,7,157388,4.447607187
Yarrabah,2020,2,2619,76.36502482
Yarriambiack,2016,2,6435,31.08003108
Yarriambiack,2017,1,6435,15.54001554
Yarriambiack,2019,1,6435,15.54001554
Yarriambiack,2021,1,6435,15.54001554
Yass Valley,2015,2,17379,11.50814201
Yass Valley,2016,3,17379,17.26221302
Yass Valley,2017,4,17379,23.01628402
Yass Valley,2018,5,17379,28.77035503
Yass Valley,2019,1,17379,5.754071005
Yass Valley,2020,5,17379,28.77035503
Yass Valley,2022,4,17379,23.01628402
Yilgarn,2019,3,1196,250.8361204
Yilgarn,2021,1,1196,83.61204013
York,2017,1,3567,28.03476311
York,2018,1,3567,28.03476311
York,2019,1,3567,28.03476311
York,2021,2,3567,56.06952621
Yorke Peninsula,2015,2,11921,16.77711601
Yorke Peninsula,2016,3,11921,25.16567402
Yorke Peninsula,2017,3,11921,25.16567402
Yorke Peninsula,2019,1,11921,8.388558007
Yorke Peninsula,2020,2,11921,16.77711601
Yorke Peninsula,2021,2,11921,16.77711601
